STATION;SONDE;DateTime;Latitude;Longitude;Course;Speed;Altitude;Description
LOLOKE-1;U3524626;2022-10-31 13:10:37;47.2217;20.1091;141;20;4343;Clb=-15.7m/s t=-7.2C h=71.6% p=606.8hPa 403.200 MHz Type=RS41-SGP ser=U3524626 Radiosonde
9A4AM-15;U3524626;2022-10-31 13:10:35;47.2217;20.109;150;17;4374;Clb=-16.1m/s p=604.4hPa t=-7.4C h=73.9% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
9A4AM-2;U3524626;2022-10-31 13:10:33;47.2218;20.109;143;19;4390;Clb=-16.3m/s p=603.1hPa t=-7.5C h=73.6% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:10:32;47.2219;20.1089;158;19;4421;Clb=-15.6m/s p=600.9hPa t=-7.7C h=73.7% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:10:31;47.2219;20.1089;144;19;4436;Clb=-15.6m/s p=599.6hPa t=-7.9C h=73.9% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
HG0GU-14;U3524626;2022-10-31 13:10:23;47.2222;20.1087;153;17;4543;Clb=-15.7m/s p=591.4hPa t=-8.8C h=74.5% 403.20MHz Type=RS41-SGP batt=2.5V Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:10:21;47.2223;20.1087;155;17;4589;Clb=-15.9m/s p=587.9hPa t=-9.2C h=76.0% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:10:20;47.2224;20.1086;166;19;4619;Clb=-16.0m/s p=585.7hPa t=-9.5C h=77.4% 403.20MHz Type=RS41-SGP TxOff=8h08m batt=2.5V Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:10:19;47.2225;20.1086;149;20;4649;Clb=-15.4m/s p=583.3hPa t=-9.8C h=79.6% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-2;U3524626;2022-10-31 13:10:18;47.2225;20.1085;155;19;4664;Clb=-15.9m/s p=582.1hPa t=-10.0C h=80.4% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:10:14;47.2227;20.1084;166;22;4740;Clb=-15.6m/s p=576.6hPa t=-10.5C h=78.2% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HG0GU-14;U3524626;2022-10-31 13:10:12;47.2229;20.1083;160;22;4785;Clb=-15.7m/s p=573.2hPa t=-10.8C h=74.5% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
LOLOKE-1;U3524626;2022-10-31 13:10:10;47.223;20.1083;167;20;4816;Clb=-15.8m/s t=-11.1C h=72.2% p=571.0hPa 403.200 MHz Type=RS41-SGP ser=U3524626 Radiosonde
9A4AM-2;U3524626;2022-10-31 13:10:07;47.2231;20.1082;159;24;4847;Clb=-15.7m/s p=568.6hPa t=-11.2C h=74.8% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:10:05;47.2232;20.1082;161;24;4891;Clb=-15.3m/s p=565.4hPa t=-11.5C h=74.2% 403.20MHz Type=RS41-SGP TxOff=8h08m batt=2.5V Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:09:54;47.2237;20.1079;160;24;5011;Clb=-15.5m/s p=556.5hPa t=-12.3C h=68.8% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HG0GU-14;U3524626;2022-10-31 13:09:53;47.2237;20.1079;153;22;5026;Clb=-15.5m/s p=555.4hPa t=-12.4C h=69.0% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-2;U3524626;2022-10-31 13:09:51;47.2239;20.1077;156;24;5071;Clb=-15.4m/s p=552.2hPa t=-12.8C h=69.2% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-2;U3524626;2022-10-31 13:09:47;47.224;20.1076;144;24;5116;Clb=-15.6m/s p=548.9hPa t=-13.1C h=70.3% 403.20MHz Type=RS41-SGP batt=2.5V Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:09:42;47.2243;20.1074;150;24;5190;Clb=-15.5m/s p=543.6hPa t=-13.7C h=71.5% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
LOLOKE-1;U3524626;2022-10-31 13:09:39;47.2246;20.1072;154;24;5279;Clb=-15.5m/s t=-14.5C h=69.9% p=537.3hPa 403.200 MHz Type=RS41-SGP ser=U3524626 Radiosonde
9A4AM-2;U3524626;2022-10-31 13:09:38;47.2247;20.1071;157;24;5295;Clb=-15.8m/s p=536.1hPa t=-14.5C h=65.8% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-2;U3524626;2022-10-31 13:09:36;47.2249;20.1071;164;19;5340;Clb=-16.0m/s p=533.0hPa t=-14.7C h=62.8% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:09:35;47.2249;20.1071;164;20;5340;Clb=-16.0m/s p=533.0hPa t=-14.7C h=62.8% 403.20MHz Type=RS41-SGP batt=2.5V Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:09:34;47.225;20.107;152;20;5370;Clb=-15.7m/s p=530.9hPa t=-14.9C h=63.5% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:09:31;47.2251;20.1069;163;19;5401;Clb=-15.4m/s p=528.7hPa t=-15.2C h=64.4% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:09:26;47.2253;20.1067;154;17;5494;Clb=-16.3m/s p=522.3hPa t=-15.8C h=63.3% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
OM5KV;U3524626;2022-10-31 13:09:25;47.2254;20.1067;139;17;5509;Clb=-16.2m/s p=521.3hPa t=-16.0C h=59.8% 403.200MHz Type=RS41-SGP rdzTTGOsonde
9A4AM-2;U3524626;2022-10-31 13:09:24;47.2254;20.1066;154;19;5541;Clb=-16.3m/s p=519.0hPa t=-16.2C h=61.4% 403.20MHz Type=RS41-SGP TxOff=8h09m batt=2.6V Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:09:21;47.2256;20.1065;150;19;5603;Clb=-16.1m/s p=514.7hPa t=-16.7C h=63.2% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:09:19;47.2257;20.1064;151;19;5649;Clb=-15.7m/s p=511.6hPa t=-17.1C h=64.0% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
LOLOKE-1;U3524626;2022-10-31 13:09:13;47.2259;20.1062;145;17;5759;Clb=-16.7m/s t=-18.1C h=63.8% p=504.3hPa 403.200 MHz Type=RS41-SGP ser=U3524626 Radiosonde
HA8BS-14;U3524626;2022-10-31 13:09:10;47.2261;20.1061;144;20;5807;Clb=-16.2m/s p=501.1hPa t=-18.4C h=67.7% 403.20MHz Type=RS41-SGP batt=2.5V Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:09:09;47.2261;20.1061;144;20;5807;Clb=-16.2m/s p=501.1hPa t=-18.4C h=67.7% 403.20MHz Type=RS41-SGP batt=2.5V Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:09:06;47.2262;20.1059;157;20;5871;Clb=-16.5m/s p=496.8hPa t=-18.6C h=62.8% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:09:00;47.2265;20.1057;141;20;5968;Clb=-17.2m/s p=490.4hPa t=-19.2C h=64.3% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
OM5KV;U3524626;2022-10-31 13:08:58;47.2266;20.1056;150;22;6001;Clb=-17.4m/s p=488.3hPa t=-19.5C h=59.4% 403.200MHz Type=RS41-SGP rdzTTGOsonde
HA8BS-14;U3524626;2022-10-31 13:08:57;47.2266;20.1055;149;19;6018;Clb=-17.0m/s p=487.1hPa t=-19.6C h=60.2% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:08:52;47.2269;20.1053;157;19;6132;Clb=-16.2m/s p=479.8hPa t=-20.3C h=56.1% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HG0GU-14;U3524626;2022-10-31 13:08:51;47.2269;20.1053;157;19;6132;Clb=-16.2m/s p=479.8hPa t=-20.3C h=56.1% 403.20MHz Type=RS41-SGP batt=2.5V Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:08:46;47.2272;20.1051;168;19;6228;Clb=-16.3m/s p=473.5hPa t=-21.0C h=57.2% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
LOLOKE-1;U3524626;2022-10-31 13:08:45;47.2272;20.1051;154;17;6259;Clb=-16.8m/s t=-21.3C h=54.1% p=471.6hPa 403.200 MHz Type=RS41-SGP ser=U3524626 Radiosonde
9A4AM-2;U3524626;2022-10-31 13:08:42;47.2273;20.105;159;20;6292;Clb=-17.4m/s p=469.5hPa t=-21.3C h=54.4% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HG0GU-14;U3524626;2022-10-31 13:08:37;47.2275;20.1048;152;22;6374;Clb=-16.8m/s p=464.4hPa t=-21.9C h=55.3% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:08:36;47.2276;20.1048;146;22;6390;Clb=-16.3m/s p=463.4hPa t=-22.1C h=56.0% 403.20MHz Type=RS41-SGP batt=2.5V Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:08:32;47.2277;20.1046;137;22;6454;Clb=-16.8m/s p=459.3hPa t=-22.4C h=54.4% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-2;U3524626;2022-10-31 13:08:30;47.2279;20.1044;130;22;6502;Clb=-16.0m/s p=456.3hPa t=-22.5C h=50.6% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:08:23;47.2282;20.1041;150;22;6613;Clb=-16.8m/s p=449.6hPa t=-23.2C h=50.2% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:08:22;47.2282;20.104;151;24;6645;Clb=-16.6m/s p=447.6hPa t=-23.4C h=50.7% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
OE1FFS-13;U3524626;2022-10-31 13:08:19;47.2284;20.1039;160;24;6693;Clb=-16.0m/s p=444.8hPa t=-23.7C h=53.1% 403.20MHz Type=RS41-SGP Details zu http://radiosondy.info
OM5KV;U3524626;2022-10-31 13:08:17;47.2285;20.1038;160;20;6723;Clb=-15.7m/s p=443.8hPa t=-23.9C h=51.5% 403.200MHz Type=RS41-SGP TxOff=8h10m rdzTTGOsonde
HA8BS-14;U3524626;2022-10-31 13:08:16;47.2285;20.1038;159;24;6738;Clb=-15.6m/s p=442.0hPa t=-24.0C h=54.2% 403.20MHz Type=RS41-SGP TxOff=8h10m batt=2.6V Details on http://radiosondy.info
LOLOKE-1;U3524626;2022-10-31 13:08:15;47.2286;20.1038;155;22;6753;Clb=-15.6m/s t=-24.2C h=51.9% p=441.1hPa 403.200 MHz Type=RS41-SGP ser=U3524626 Radiosonde
HALCS2-14;U3524626;2022-10-31 13:08:14;47.2286;20.1037;152;26;6768;Clb=-15.4m/s p=440.1hPa t=-24.3C h=54.0% 403.20MHz Type=RS41-SGP batt=2.5V Details on http://radiosondy.info
HG0GU-14;U3524626;2022-10-31 13:08:05;47.2291;20.1035;163;20;6866;Clb=-15.1m/s p=434.1hPa t=-24.6C h=51.9% 403.20MHz Type=RS41-SGP TxOff=8h10m batt=2.5V Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:08:03;47.2292;20.1034;167;22;6879;Clb=-13.9m/s p=433.2hPa t=-24.8C h=52.9% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:08:01;47.2293;20.1034;162;24;6904;Clb=-11.6m/s p=431.7hPa t=-24.8C h=54.6% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
OE1FFS-13;U3524626;2022-10-31 13:08:00;47.2293;20.1034;172;15;6916;Clb=-12.8m/s p=431.0hPa t=-24.9C h=54.8% 403.20MHz Type=RS41-SGP TxOff=8h10m batt=2.5V Details zu http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:07:55;47.2296;20.1033;167;20;6968;Clb=-13.2m/s p=428.0hPa t=-25.4C h=57.3% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
OM5KV;U3524626;2022-10-31 13:07:53;47.2297;20.1032;158;22;6992;Clb=-13.0m/s p=426.5hPa t=-25.7C h=55.8% 403.200MHz Type=RS41-SGP TxOff=8h11m rdzTTGOsonde
HALCS2-14;U3524626;2022-10-31 13:07:50;47.2298;20.1032;178;20;7030;Clb=-14.0m/s p=424.3hPa t=-26.0C h=58.8% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 13:07:48;47.23;20.1031;177;20;7081;Clb=-13.5m/s p=421.3hPa t=-26.3C h=57.1% 403.20MHz Type=RS41-SGP batt=2.5V Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
TFDHU2-14;U3524626;2022-10-31 13:07:46;47.2301;20.1031;176;17;7106;Clb=-15.1m/s p=419.9hPa t=-26.3C h=55.2% 403.20MHz Type=RS41-SGP TxOff=8h10m batt=2.6V Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 13:07:45;47.2302;20.1031;173;15;7121;Clb=-14.4m/s p=419.0hPa t=-26.3C h=53.1% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
HA8BS-14;U3524626;2022-10-31 13:07:43;47.2302;20.1031;168;17;7135;Clb=-14.9m/s p=418.2hPa t=-26.3C h=52.4% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
LOLOKE-1;U3524626;2022-10-31 13:07:41;47.2303;20.1031;177;19;7161;Clb=-13.5m/s t=-26.6C h=49.8% p=416.7hPa 403.200 MHz Type=RS41-SGP ser=U3524626 Radiosonde
HALCS2-14;U3524626;2022-10-31 13:07:40;47.2303;20.1031;178;15;7162;Clb=-13.5m/s p=416.7hPa t=-26.5C h=52.3% 403.20MHz Type=RS41-SGP batt=2.5V Details on http://radiosondy.info
OM5KV;U3524626;2022-10-31 13:07:28;47.2307;20.103;154;11;7285;Clb=-14.9m/s p=409.5hPa t=-27.5C h=46.0% 403.200MHz Type=RS41-SGP TxOff=8h11m rdzTTGOsonde
9A4AM-15;U3524626;2022-10-31 13:07:27;47.2308;20.103;157;11;7314;Clb=-15.3m/s p=407.9hPa t=-27.6C h=47.5% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
9A4AM-2;U3524626;2022-10-31 13:07:26;47.2308;20.103;162;9;7329;Clb=-15.9m/s p=407.1hPa t=-27.7C h=47.3% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:07:20;47.2309;20.1028;120;15;7437;Clb=-16.8m/s p=401.0hPa t=-28.4C h=45.7% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 13:07:16;47.231;20.1026;136;13;7503;Clb=-16.6m/s p=397.4hPa t=-28.8C h=45.8% 403.20MHz Type=RS41-SGP batt=2.5V Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
9A4AM-15;U3524626;2022-10-31 13:07:13;47.2311;20.1025;119;17;7552;Clb=-16.8m/s p=394.6hPa t=-29.3C h=46.6% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
TFDHU2-14;U3524626;2022-10-31 13:07:12;47.2311;20.1025;119;17;7568;Clb=-16.5m/s p=393.8hPa t=-29.4C h=46.2% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:07:10;47.2311;20.1024;124;19;7600;Clb=-17.2m/s p=392.0hPa t=-29.5C h=44.9% 403.20MHz Type=RS41-SGP TxOff=8h11m batt=2.5V Details on http://radiosondy.info
LOLOKE-1;U3524626;2022-10-31 13:07:09;47.2311;20.1023;130;19;7616;Clb=-16.7m/s t=-29.6C h=42.2% p=391.0hPa 403.200 MHz Type=RS41-SGP ser=U3524626 Radiosonde
OM5KV;U3524626;2022-10-31 13:07:08;47.2311;20.1023;132;19;7616;Clb=-16.7m/s p=391.0hPa t=-29.6C h=42.2% 403.200MHz Type=RS41-SGP TxOff=8h11m rdzTTGOsonde
HA8BS-14;U3524626;2022-10-31 13:07:03;47.2313;20.102;123;15;7714;Clb=-16.8m/s p=385.8hPa t=-30.3C h=43.9% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:07:00;47.2314;20.1018;126;15;7762;Clb=-17.2m/s p=383.1hPa t=-30.5C h=41.1% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HA3PG-14;U3524626;2022-10-31 13:06:59;47.2314;20.1018;121;15;7779;Clb=-18.1m/s p=382.2hPa t=-30.6C h=41.3% 403.20MHz Type=RS41-SGP Sats=11 powerup=2h12m29s elevation=1.41 dist=189.213 rssi=58.0dB
9A4AM-15;U3524626;2022-10-31 13:06:57;47.2315;20.1017;135;17;7814;Clb=-17.9m/s p=380.4hPa t=-30.9C h=41.8% 403.20MHz Type=RS41-SGP TxOff=8h11m batt=2.6V Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
TFDHU2-14;U3524626;2022-10-31 13:06:56;47.2315;20.1016;133;15;7831;Clb=-17.7m/s p=379.6hPa t=-31.0C h=42.1% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
HA3PG-14;U3524626;2022-10-31 13:06:53;47.2316;20.1015;140;24;7882;Clb=-18.1m/s p=376.9hPa t=-31.4C h=42.1% 403.20MHz Type=RS41-SGP TxOff=8h11m batt=2.6V Sats=11 powerup=2h12m23s elevation=1.44 dist=189.216 rssi=58.2dB
HA8BS-14;U3524626;2022-10-31 13:06:50;47.2316;20.1014;139;19;7935;Clb=-18.4m/s p=374.1hPa t=-31.8C h=42.4% 403.20MHz Type=RS41-SGP batt=2.5V Details on http://radiosondy.info
HG0GU-14;U3524626;2022-10-31 13:06:49;47.2317;20.1014;140;19;7968;Clb=-17.1m/s p=372.3hPa t=-32.0C h=43.0% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
OM5KV;U3524626;2022-10-31 13:06:48;47.2317;20.1013;133;17;7984;Clb=-16.3m/s p=371.5hPa t=-32.2C h=40.6% 403.200MHz Type=RS41-SGP TxOff=8h12m rdzTTGOsonde
9A4AM-15;U3524626;2022-10-31 13:06:47;47.2318;20.1012;142;17;8016;Clb=-17.1m/s p=369.7hPa t=-32.3C h=43.4% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
9A4AM-15;U3524626;2022-10-31 13:06:45;47.2319;20.1011;150;20;8064;Clb=-15.8m/s p=367.1hPa t=-32.8C h=44.6% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
9A4AM-2;U3524626;2022-10-31 13:06:44;47.2319;20.1011;146;19;8079;Clb=-14.8m/s p=366.3hPa t=-32.9C h=44.5% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
TFDHU2-14;U3524626;2022-10-31 13:06:43;47.232;20.101;149;22;8093;Clb=-14.0m/s p=365.6hPa t=-33.0C h=44.0% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:06:42;47.232;20.101;149;22;8093;Clb=-14.0m/s p=365.6hPa t=-33.0C h=44.0% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
LOLOKE-1;U3524626;2022-10-31 13:06:41;47.232;20.101;141;22;8119;Clb=-16.1m/s t=-33.1C h=38.0% p=364.2hPa 403.200 MHz Type=RS41-SGP ser=U3524626 Radiosonde
9A4AM-2;U3524626;2022-10-31 13:06:40;47.232;20.101;142;22;8119;Clb=-16.0m/s p=364.2hPa t=-33.0C h=40.8% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:06:39;47.2321;20.1009;140;22;8135;Clb=-16.9m/s p=363.5hPa t=-33.1C h=39.6% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HG0GU-14;U3524626;2022-10-31 13:06:36;47.2323;20.1007;152;24;8209;Clb=-15.0m/s p=359.6hPa t=-33.4C h=36.7% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 13:06:35;47.2324;20.1006;149;24;8238;Clb=-15.0m/s p=358.1hPa t=-33.6C h=36.8% 403.20MHz Type=RS41-SGP batt=2.5V Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
9A4AM-15;U3524626;2022-10-31 13:06:31;47.2326;20.1005;140;24;8281;Clb=-14.9m/s p=355.9hPa t=-34.0C h=38.4% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
TFDHU2-14;U3524626;2022-10-31 13:06:29;47.2327;20.1003;147;22;8321;Clb=-14.6m/s p=353.8hPa t=-34.3C h=39.2% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:06:25;47.2329;20.1001;150;22;8381;Clb=-15.6m/s p=350.9hPa t=-34.8C h=40.1% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HG0GU-14;U3524626;2022-10-31 13:06:22;47.2331;20.0999;143;22;8441;Clb=-15.9m/s p=347.9hPa t=-35.3C h=38.5% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
YT1XN-14;U3524626;2022-10-31 13:06:21;47.2331;20.0999;146;22;8457;Clb=-15.7m/s p=347.1hPa t=-35.4C h=37.4% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 13:06:19;47.2333;20.0997;152;20;8501;Clb=-15.0m/s p=344.9hPa t=-35.5C h=34.8% 403.20MHz Type=RS41-SGP batt=2.6V Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
HA8BS-14;U3524626;2022-10-31 13:06:17;47.2333;20.0997;154;24;8516;Clb=-14.9m/s p=344.1hPa t=-35.6C h=35.3% 403.20MHz Type=RS41-SGP TxOff=8h12m batt=2.6V Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:06:16;47.2334;20.0997;158;24;8530;Clb=-14.8m/s p=343.5hPa t=-35.7C h=36.3% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
9A4AM-2;U3524626;2022-10-31 13:06:14;47.2335;20.0996;152;24;8559;Clb=-15.4m/s p=342.1hPa t=-35.9C h=37.1% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
LOLOKE-1;U3524626;2022-10-31 13:06:13;47.2335;20.0996;148;22;8574;Clb=-15.8m/s t=-36.1C h=34.2% p=341.4hPa 403.200 MHz Type=RS41-SGP ser=U3524626 Radiosonde
OM5KV;U3524626;2022-10-31 13:06:12;47.2336;20.0995;149;24;8590;Clb=-15.1m/s p=340.6hPa t=-36.2C h=34.3% 403.200MHz Type=RS41-SGP TxOff=8h13m rdzTTGOsonde
OE1FFS-13;U3524626;2022-10-31 13:06:07;47.2338;20.0993;155;80;8660;Clb=-14.7m/s p=337.1hPa t=-36.8C h=36.9% 403.20MHz Type=RS41-SGP Details zu http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:06:06;47.2339;20.0992;158;28;8675;Clb=-14.8m/s p=336.4hPa t=-36.9C h=36.5% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
YT1XN-14;U3524626;2022-10-31 13:06:05;47.2339;20.0992;156;28;8689;Clb=-14.9m/s p=335.6hPa t=-37.0C h=36.1% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
HA8BS-14;U3524626;2022-10-31 13:06:03;47.234;20.0992;154;28;8703;Clb=-15.1m/s p=335.0hPa t=-37.1C h=36.3% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 13:06:02;47.234;20.0991;153;30;8717;Clb=-14.8m/s p=334.3hPa t=-37.2C h=36.4% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
9A4AM-2;U3524626;2022-10-31 13:06:01;47.2341;20.0991;148;30;8732;Clb=-14.9m/s p=333.6hPa t=-37.2C h=36.7% 403.20MHz Type=RS41-SGP TxOff=8h12m batt=2.5V Details on http://radiosondy.info
9A4AM-2;U3524626;2022-10-31 13:05:56;47.2343;20.0989;145;30;8774;Clb=-14.9m/s p=331.5hPa t=-37.6C h=39.0% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
HALCS2-14;U3524626;2022-10-31 13:05:54;47.2345;20.0987;154;30;8816;Clb=-14.8m/s p=329.5hPa t=-38.0C h=42.8% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 13:05:50;47.2348;20.0984;150;30;8886;Clb=-14.6m/s p=326.2hPa t=-38.7C h=47.0% 403.20MHz Type=RS41-SGP TxOff=8h12m batt=2.5V Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
HA8BS-14;U3524626;2022-10-31 13:05:49;47.2348;20.0984;150;30;8886;Clb=-14.6m/s p=326.2hPa t=-38.7C h=47.0% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
YT1XN-14;U3524626;2022-10-31 13:05:48;47.2349;20.0983;155;31;8914;Clb=-14.4m/s p=324.9hPa t=-38.9C h=47.1% 403.20MHz Type=RS41-SGP Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 13:05:47;47.235;20.0983;151;31;8928;Clb=-14.7m/s p=324.2hPa t=-38.9C h=47.2% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
HALCS2-14;U3524626;2022-10-31 13:05:44;47.2351;20.0981;146;30;8957;Clb=-14.6m/s p=322.9hPa t=-39.1C h=47.1% 403.20MHz Type=RS41-SGP TxOff=8h12m batt=2.5V Details on http://radiosondy.info
9A4AM-2;U3524626;2022-10-31 13:05:39;47.2353;20.098;154;28;8999;Clb=-14.8m/s p=320.9hPa t=-39.5C h=48.8% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
LOLOKE-1;U3524626;2022-10-31 13:05:38;47.2353;20.0979;155;30;9012;Clb=-15.0m/s t=-39.6C h=45.3% p=320.3hPa 403.200 MHz Type=RS41-SGP ser=U3524626 Radiosonde
HA8BS-14;U3524626;2022-10-31 13:05:33;47.2356;20.0977;149;30;9070;Clb=-14.6m/s p=317.6hPa t=-40.1C h=50.3% 403.20MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
9A4AM-15;U3524626;2022-10-31 13:05:30;47.2357;20.0976;154;30;9098;Clb=-14.8m/s p=316.2hPa t=-40.3C h=50.3% 403.20MHz Type=RS41-SGP Sonde decoder by 9A4AM - sondemod_136h(dxlAPRS)
